,kde_clusters,kde_clusters_at_cargo,graph_clusters,graph_clusters_at_cargo,potential_strength_r11_r11,potential_strength_cargo_r11,potential_strength_cargo_r11_avidity,kb_temperature_r11,interaction_relative_neighbour_distance,iteration,output_path
14300,,,116,116,0.01,0.01,0.0,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00028961
14301,10.0,1.0,162,162,0.005,0.0,0.0,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00012125
14302,7.0,2.0,167,167,0.0025,0.0,0.0,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00006184
14303,8.0,1.0,154,154,0.0075,0.0,0.01,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00019139
14304,4.0,0.0,81,81,0.005,0.0025,0.0075,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00013928
14305,4.0,1.0,110,110,0.0,0.0075,0.005,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00004183
14306,3.0,1.0,145,145,0.01,0.0,0.0,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00024130
14307,,,124,124,0.0075,0.01,0.005,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00023298
14308,7.0,0.0,84,84,0.005,0.005,0.005,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00014892
14309,6.0,1.0,39,39,0.0025,0.01,0.005,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00011377
14310,8.0,2.0,174,174,0.0025,0.0,0.0025,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00006261
14311,14.0,2.0,133,133,0.0075,0.005,0.005,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00020947
14312,4.0,1.0,28,28,0.005,0.005,0.0025,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00014642
14313,12.0,1.0,151,151,0.0075,0.005,0.0025,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00020826
14314,,,159,159,0.0025,0.0075,0.005,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00010110
14315,16.0,2.0,157,157,0.005,0.0,0.005,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00012504
14316,,,144,144,0.0075,0.01,0.005,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00023471
14317,8.0,1.0,144,144,0.01,0.005,0.0025,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00026681
14318,6.0,1.0,156,156,0.005,0.005,0.0025,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00014777
14319,,,155,155,0.0075,0.0075,0.005,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00022112
14320,,,157,157,0.01,0.0075,0.0075,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00028440
14321,5.0,1.0,153,153,0.0075,0.0075,0.0,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00021690
14322,4.0,1.0,35,35,0.0025,0.0075,0.0075,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00010375
14323,8.0,1.0,153,153,0.0075,0.005,0.0,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00020634
14324,,,147,147,0.0075,0.0,0.005,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00018688
14325,,,149,149,0.0075,0.0,0.0025,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00018449
14326,,,22,22,0.01,0.01,0.0,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00028997
14327,6.0,1.0,25,25,0.005,0.01,0.0,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00016801
14328,18.0,7.0,160,160,0.0075,0.005,0.0,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00020537
14329,8.0,1.0,160,160,0.01,0.0075,0.0025,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00028071
14330,8.0,1.0,49,49,0.005,0.01,0.01,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00017966
14331,6.0,1.0,15,15,0.0075,0.005,0.0,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00020404
14332,7.0,1.0,19,19,0.01,0.01,0.0075,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00029572
14333,16.0,5.0,161,161,0.01,0.01,0.01,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00029999
14334,,,91,91,0.0075,0.01,0.01,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00023973
14335,14.0,1.0,157,157,0.0,0.005,0.01,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00003399
14336,5.0,1.0,164,164,0.0025,0.0025,0.0,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00007277
14337,14.0,2.0,156,156,0.0075,0.0025,0.0075,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00020136
14338,7.0,0.0,154,154,0.0075,0.01,0.01,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00023940
14339,,,159,159,0.0075,0.0025,0.0025,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00019527
14340,,,147,147,0.005,0.01,0.0075,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00017661
14341,,,138,138,0.0,0.0075,0.0075,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00004526
14342,,,148,148,0.0075,0.005,0.005,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00020961
14343,,,163,163,0.0,0.0025,0.0075,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00001977
14344,7.0,2.0,166,166,0.0,0.005,0.005,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00002958
14345,10.0,0.0,163,163,0.0075,0.0075,0.005,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00022206
14346,,,172,172,0.0,0.0,0.0075,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00000873
14347,,,30,30,0.005,0.0075,0.0,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00015701
14348,7.0,1.0,15,15,0.01,0.0,0.005,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00024676
14349,3.0,1.0,111,111,0.0,0.005,0.01,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00003459
14350,5.0,0.0,172,172,0.0,0.0025,0.0025,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00001556
14351,9.0,0.0,162,162,0.0025,0.0075,0.0025,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00009980
14352,15.0,1.0,95,95,0.0025,0.01,0.0075,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00011626
14353,,,172,172,0.0,0.0,0.005,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00000638
14354,5.0,1.0,170,170,0.0,0.0,0.0,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00000037
14355,6.0,1.0,33,33,0.005,0.0,0.005,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00012673
14356,5.0,1.0,170,170,0.0,0.0,0.0,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00000133
14357,8.0,3.0,157,157,0.0025,0.0025,0.01,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00008246
14358,5.0,1.0,17,17,0.0075,0.005,0.01,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00021508
14359,2.0,1.0,29,29,0.0075,0.0025,0.0,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00019259
14360,,,165,165,0.005,0.01,0.0075,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00017605
14361,9.0,0.0,151,151,0.0025,0.0075,0.0025,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00009886
14362,3.0,1.0,110,110,0.0,0.0,0.0025,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00000339
14363,,,158,158,0.005,0.01,0.0025,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00017272
14364,,,151,151,0.0075,0.0075,0.0075,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00022359
14365,7.0,1.0,160,160,0.005,0.01,0.0,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00016827
14366,5.0,1.0,169,169,0.0,0.0,0.01,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00001177
14367,,,167,167,0.005,0.0075,0.0025,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00016018
14368,1.0,0.0,153,153,0.01,0.0075,0.0,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00027790
14369,2.0,1.0,20,20,0.01,0.0075,0.0025,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00028040
14370,,,138,138,0.005,0.005,0.01,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00015524
14371,2.0,1.0,38,38,0.0075,0.0075,0.0,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00021656
14372,,,129,129,0.01,0.0075,0.0025,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00027954
14373,12.0,0.0,152,152,0.0025,0.0075,0.01,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00010793
14374,19.0,2.0,149,149,0.01,0.01,0.0,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00028881
14375,6.0,1.0,47,47,0.005,0.01,0.01,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00017915
14376,11.0,0.0,162,162,0.0075,0.0025,0.005,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00019902
14377,8.0,0.0,161,161,0.0025,0.0075,0.01,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00010639
14378,5.0,0.0,159,159,0.01,0.0,0.0025,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00024419
14379,7.0,1.0,158,158,0.005,0.0,0.0,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00012043
14380,,,110,110,0.0075,0.0075,0.01,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00022625
14381,9.0,2.0,160,160,0.0025,0.005,0.0025,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00008876
14382,3.0,2.0,22,22,0.01,0.005,0.01,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00027411
14383,4.0,1.0,25,25,0.005,0.01,0.0025,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00017046
14384,7.0,2.0,163,163,0.0025,0.0,0.01,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00007072
14385,18.0,0.0,133,133,0.01,0.0075,0.01,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00028728
14386,4.0,0.0,160,160,0.0025,0.01,0.0,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00010991
14387,3.0,0.0,159,159,0.0075,0.0075,0.0075,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00022404
14388,,,159,159,0.005,0.0025,0.005,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00013852
14389,10.0,2.0,163,163,0.01,0.0075,0.0,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00027819
14390,5.0,0.0,171,171,0.0,0.005,0.005,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00002995
14391,15.0,0.0,168,168,0.0,0.0075,0.005,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00004144
14392,12.0,1.0,151,151,0.0075,0.0075,0.01,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00022599
14393,4.0,1.0,19,19,0.0075,0.0,0.01,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00019062
14394,11.0,1.0,120,120,0.01,0.0075,0.0,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00027719
14395,,,138,138,0.01,0.0,0.0025,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00024407
14396,6.0,1.0,42,42,0.0025,0.01,0.005,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00011425
14397,,,154,154,0.01,0.0075,0.0075,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00028344
14398,7.0,1.0,160,160,0.0075,0.0,0.0025,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00018469
14399,15.0,2.0,152,152,0.01,0.005,0.01,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00027596
14400,,,111,111,0.01,0.005,0.0075,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00027139
14401,,,92,92,0.01,0.01,0.005,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00029394
14402,,,168,168,0.0025,0.0075,0.005,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00010213
14403,8.0,1.0,165,165,0.0,0.005,0.0075,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00003247
14404,3.0,2.0,14,14,0.005,0.0025,0.0,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00013251
14405,,,123,123,0.0075,0.005,0.0075,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00021281
14406,6.0,0.0,165,165,0.0025,0.01,0.01,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00011788
14407,,,155,155,0.0,0.01,0.0075,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00005590
14408,11.0,0.0,168,168,0.005,0.0,0.0025,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00012367
14409,,,158,158,0.0025,0.0,0.0075,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00006744
14410,1.0,0.0,145,145,0.005,0.01,0.0,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00016939
14411,4.0,1.0,22,22,0.0075,0.01,0.0025,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00023190
14412,5.0,1.0,155,155,0.005,0.0025,0.0075,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00014094
14413,6.0,0.0,166,166,0.0025,0.0075,0.01,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00010730
14414,1.0,0.0,40,40,0.0075,0.005,0.01,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00021423
14415,5.0,1.0,146,146,0.0025,0.005,0.01,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00009450
14416,,,157,157,0.0025,0.01,0.0,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00010988
14417,4.0,1.0,27,27,0.0075,0.005,0.0075,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00021314
14418,,,145,145,0.0075,0.0075,0.01,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00022776
14419,24.0,3.0,156,156,0.01,0.005,0.0025,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00026876
14420,,,158,158,0.01,0.0025,0.0025,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00025666
14421,4.0,0.0,170,170,0.0025,0.005,0.0075,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00009158
14422,12.0,0.0,140,140,0.01,0.01,0.0025,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00029263
14423,,,160,160,0.0025,0.0075,0.005,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00010218
14424,2.0,0.0,75,75,0.005,0.0,0.0075,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00012875
14425,,,157,157,0.01,0.01,0.0,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00028990
14426,4.0,1.0,112,112,0.0,0.0025,0.0,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00001207
14427,18.0,1.0,120,120,0.0025,0.0075,0.0075,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00010428
14428,5.0,2.0,15,15,0.01,0.0075,0.0025,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00027891
14429,4.0,1.0,115,115,0.0,0.005,0.0025,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00002832
14430,3.0,2.0,36,36,0.0075,0.0,0.0,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00018200
14431,2.0,0.0,32,32,0.01,0.01,0.0075,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00029582
14432,14.0,1.0,151,151,0.005,0.0075,0.0075,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00016492
14433,,,155,155,0.0075,0.01,0.01,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00023901
14434,2.0,1.0,31,31,0.0075,0.005,0.005,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00021080
14435,11.0,1.0,172,172,0.0,0.005,0.005,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00003041
14436,,,159,159,0.0025,0.0025,0.01,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00008343
14437,11.0,1.0,164,164,0.0,0.01,0.0025,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00005159
14438,7.0,2.0,18,18,0.005,0.0025,0.0075,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00014068
14439,13.0,1.0,159,159,0.005,0.01,0.01,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00017786
14440,3.0,0.0,154,154,0.0,0.0075,0.0,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00003834
14441,,,145,145,0.0075,0.0025,0.0025,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00019481
14442,4.0,2.0,161,161,0.0,0.0,0.0025,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00000356
14443,8.0,4.0,159,159,0.005,0.0025,0.01,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00014337
14444,5.0,0.0,157,157,0.0025,0.0,0.0025,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00006286
14445,15.0,2.0,149,149,0.01,0.0075,0.0075,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00028456
14446,4.0,1.0,165,165,0.0025,0.0025,0.0,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00007422
14447,,,157,157,0.0,0.01,0.01,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00005951
14448,14.0,1.0,158,158,0.005,0.0075,0.01,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00016693
14449,14.0,0.0,128,128,0.0075,0.0075,0.01,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00022679
14450,19.0,4.0,162,162,0.0,0.005,0.0,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00002481
14451,8.0,3.0,168,168,0.005,0.0025,0.0075,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00014095
14452,,,156,156,0.0075,0.0075,0.0075,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00022493
14453,12.0,0.0,162,162,0.0,0.0075,0.0,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00003688
14454,7.0,2.0,153,153,0.005,0.01,0.0025,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00017171
14455,,,142,142,0.0075,0.0,0.0,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00018164
14456,,,133,133,0.01,0.0075,0.0,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00027811
14457,22.0,0.0,147,147,0.0075,0.01,0.01,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00023790
14458,5.0,1.0,22,22,0.005,0.0075,0.01,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00016752
14459,,,161,161,0.0,0.005,0.0025,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00002729
14460,22.0,4.0,149,149,0.01,0.0075,0.0025,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00028024
14461,9.0,0.0,137,137,0.01,0.005,0.01,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00027384
14462,10.0,1.0,160,160,0.0075,0.01,0.0075,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00023607
14463,,,160,160,0.0,0.005,0.0,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00002447
14464,,,177,177,0.0,0.005,0.0025,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00002663
14465,9.0,0.0,159,159,0.0,0.01,0.01,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00005943
14466,3.0,1.0,22,22,0.01,0.005,0.0025,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00026842
14467,,,159,159,0.0025,0.0,0.0,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00006009
14468,5.0,1.0,160,160,0.0025,0.005,0.005,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00008906
14469,5.0,0.0,159,159,0.0025,0.0025,0.01,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00008383
14470,6.0,1.0,38,38,0.0025,0.0025,0.01,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00008209
14471,,,147,147,0.01,0.0,0.0025,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00024365
14472,,,171,171,0.0,0.005,0.0075,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00003159
14473,5.0,0.0,147,147,0.0075,0.01,0.01,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00023850
14474,2.0,0.0,174,174,0.0,0.0,0.0025,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00000372
14475,3.0,1.0,112,112,0.0,0.01,0.0025,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00005093
14476,6.0,0.0,154,154,0.005,0.0025,0.0,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00013239
14477,7.0,0.0,157,157,0.0075,0.0,0.0,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00018129
14478,6.0,0.0,158,158,0.0,0.0,0.005,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00000601
14479,12.0,1.0,151,151,0.005,0.0,0.01,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00013101
14480,7.0,1.0,177,177,0.0,0.0,0.005,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00000488
14481,,,102,102,0.0025,0.005,0.01,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00009512
14482,,,153,153,0.0075,0.01,0.01,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00023847
14483,4.0,0.0,151,151,0.0075,0.0,0.005,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00018710
14484,4.0,1.0,29,29,0.005,0.0075,0.005,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00016226
14485,,,150,150,0.005,0.0,0.0,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00012183
14486,12.0,1.0,145,145,0.01,0.0025,0.01,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00026348
14487,2.0,1.0,29,29,0.0075,0.0025,0.0,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00019211
14488,12.0,1.0,160,160,0.0,0.01,0.0025,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00005253
14489,5.0,1.0,25,25,0.01,0.0025,0.0025,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00025633
14490,7.0,1.0,145,145,0.0075,0.0025,0.005,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00019755
14491,,,153,153,0.0,0.01,0.0,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00004904
14492,10.0,1.0,146,146,0.01,0.01,0.0025,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00029124
14493,6.0,2.0,14,14,0.005,0.01,0.0075,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00017572
14494,,,168,168,0.0025,0.01,0.0075,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00011595
14495,4.0,2.0,32,32,0.005,0.0075,0.0,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00015751
14496,6.0,2.0,32,32,0.0025,0.0075,0.0075,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00010512
14497,5.0,0.0,164,164,0.0075,0.0,0.005,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00018609
14498,2.0,0.0,159,159,0.0025,0.01,0.01,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00011946
14499,3.0,1.0,37,37,0.0075,0.0,0.0075,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00018732
14500,,,157,157,0.01,0.01,0.0,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00028979
14501,3.0,1.0,114,114,0.0,0.005,0.0025,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00002739
14502,,,161,161,0.0025,0.0,0.01,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00007034
14503,14.0,1.0,164,164,0.005,0.01,0.0,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00017012
14504,,,24,24,0.005,0.0075,0.005,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00016133
14505,,,159,159,0.0,0.0075,0.01,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00004790
14506,5.0,1.0,149,149,0.0075,0.0025,0.005,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00019715
14507,12.0,0.0,170,170,0.0025,0.0,0.01,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00007084
14508,,,32,32,0.0075,0.0,0.0075,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00018773
14509,,,150,150,0.01,0.0,0.005,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00024511
14510,10.0,2.0,154,154,0.0075,0.005,0.01,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00021433
14511,5.0,1.0,99,99,0.0,0.0075,0.01,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00004756
14512,6.0,1.0,164,164,0.005,0.005,0.0,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00014621
14513,,,154,154,0.005,0.0075,0.0075,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00016396
14514,9.0,1.0,151,151,0.01,0.0075,0.005,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00028262
14515,8.0,0.0,152,152,0.005,0.0,0.0075,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00012941
14516,,,112,112,0.0025,0.0075,0.0025,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00009853
14517,2.0,1.0,35,35,0.0075,0.005,0.01,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00021371
14518,9.0,0.0,158,158,0.0,0.01,0.01,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00005840
14519,,,23,23,0.0025,0.0,0.0075,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00006821
14520,10.0,1.0,149,149,0.005,0.0,0.0075,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00012862
14521,10.0,1.0,161,161,0.0,0.0025,0.0075,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00001994
